Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,total_grade_1st_sem,total_grade_2nd_sem,admission_grade_per_age,log_course
1,1,1,1,1,131.0,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,1,4.8999999999999995,4.633333333333334,7.3578947368421055,9.114379980830272
1,1,3,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,1,5.111111111666666,5.261904761666667,8.722222222222221,9.187378760338836
1,17,2,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,0,5.586111111666667,5.586111111666667,7.277777777777778,9.159047077588632
1,43,1,1,1,130.0,1,38,38,9,5,100.0,0,0,0,1,0,0,20,0,0,7,11,6,11.61666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,0,5.9361111116666665,5.666666666666667,5.0,9.159047077588632
1,17,1,1,1,154.0,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,0,5.166666666666667,5.458333333333333,7.0200000000000005,9.13108069099055
1,17,1,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,0,4.888888888333334,4.777777778333333,5.67,9.121181235656364
1,1,2,1,1,140.0,1,37,38,9,7,137.0,0,0,0,1,0,0,18,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,1,6.190476190000001,4.566666666666666,7.611111111111111,9.114379980830272
1,1,1,1,1,127.0,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,1,4.6000000000000005,4.833333333333333,6.766666666666667,9.121181235656364
1,17,1,1,1,133.1,1,1,1,4,5,131.0,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,0,5.333333333333333,5.166666666666667,6.238095238095238,9.132811169466946
1,1,2,1,1,120.0,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,1,4.8,5.208333333333333,6.242105263157894,9.121181235656364
1,1,1,1,1,137.0,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,6.436842105263158,5.14166355650266
1,1,1,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,1,4.633333333333334,4.866666666666666,6.731578947368422,9.17678358844734
1,1,1,1,1,130.0,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,1,6.861111111666666,6.2,6.38421052631579,9.114379980830272
1,17,6,1,1,122.0,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,0,6.016666666666667,1.1666666666666667,6.163157894736842,9.1649245084457
1,44,1,1,39,160.0,1,37,37,9,9,160.0,1,0,0,1,0,0,20,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,1,5.694444444999999,7.12962963,8.0,9.114379980830272
1,1,1,1,1,146.0,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,0,5.3,5.233333333333333,8.072222222222223,9.195531256322475
1,17,3,1,1,131.0,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,1,5.333333333333333,5.277777778333333,6.811111111111111,9.13108069099055
1,17,6,1,1,132.0,1,1,37,8,9,128.0,1,0,0,1,0,0,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,1,5.74452381,6.668518518333333,6.7368421052631575,9.159047077588632
1,1,3,1,1,138.0,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,0,6.039583333333333,6.29047619,6.938888888888889,9.159047077588632
1,17,2,1,1,130.0,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.0,0,7.6,2.6,0.32,1,5.055555555000001,5.166666666666667,6.872222222222223,9.112727543109182
1,1,4,1,1,126.0,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,1,4.8999999999999995,4.933333333333334,6.321052631578947,9.121181235656364
1,17,6,1,1,148.0,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0,5.666666666666667,2.3333333333333335,6.93157894736842,9.159047077588632
1,43,1,1,1,130.0,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,1,8.277777778333332,5.952380951666666,6.659999999999999,9.13108069099055
1,1,1,1,1,117.0,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,0,5.0,5.25,5.752631578947368,9.17678358844734
1,17,1,1,1,120.0,1,19,19,5,5,113.0,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,1,4.7,4.25,5.65,9.17678358844734
1,1,1,1,1,153.0,1,1,1,141,175,157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,1,5.472222221666667,5.472222221666667,8.772222222222222,9.187378760338836
1,1,2,1,1,117.0,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,0,5.698,6.148809523333334,5.6049999999999995,9.159047077588632
1,18,1,1,1,178.0,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,1,6.520833333333333,6.9312499999999995,9.705555555555556,9.159047077588632
1,1,5,1,1,129.0,1,37,37,9,9,128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,1,5.444444444999999,5.444444444999999,6.778947368421053,9.159047077588632
1,1,6,1,1,116.0,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12.0,0,12.4,0.5,1.79,1,5.444444444999999,5.5,5.794736842105263,9.187378760338836
1,51,1,1,1,99.0,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,0,2.1666666666666665,2.0,4.531818181818182,9.121181235656364
1,1,3,1,1,135.0,1,1,12,9,10,121.0,1,0,0,1,0,1,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,1,5.055555555000001,4.916666666666667,6.368421052631579,9.13108069099055
1,1,3,1,1,141.0,1,19,19,9,7,131.7,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,1,6.267500000000001,6.555208333333333,6.93157894736842,9.159047077588632
1,17,5,1,1,132.0,1,37,38,5,6,119.1,1,0,0,1,0,1,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,1,5.5,5.133333333333334,6.268421052631578,9.195531256322475
1,1,4,1,1,132.0,1,12,19,9,9,124.7,1,0,0,1,0,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0,2.5,2.5,6.563157894736842,9.132811169466946
1,17,1,1,1,113.0,1,1,37,9,10,117.2,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,0,5.033333333333333,5.444444444999999,5.86,9.132811169466946
1,1,1,1,1,134.0,1,3,19,2,10,128.8,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,1,5.5625,5.527777778333333,7.155555555555556,9.121181235656364
1,1,1,1,1,136.0,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,1,5.8105555550000005,6.363095238333333,6.575,9.159047077588632
1,1,1,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0,0.0,0.0,6.761111111111111,5.14166355650266
1,1,1,1,1,129.0,1,1,38,4,7,123.4,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,1,4.733333333333333,4.8999999999999995,6.494736842105263,9.114379980830272
1,17,1,1,1,138.0,1,38,38,7,6,124.7,1,0,0,1,0,0,18,0,0,6,11,3,12.33333333,0,0,6,10,5,10.83333333,0,9.4,-0.8,-3.12,0,5.388888888333334,5.305555555000001,6.927777777777778,9.195531256322475
1,1,1,1,1,137.0,1,37,37,9,9,132.8,1,0,0,1,0,0,18,0,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,1,5.388888888333334,5.133333333333334,7.377777777777778,9.195531256322475
1,43,1,1,1,115.0,1,3,37,2,5,108.7,1,0,0,1,0,0,21,0,0,6,10,3,12.66666667,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,0,5.277777778333333,5.166666666666667,5.1761904761904765,9.195531256322475
1,1,1,1,1,129.0,1,38,37,6,6,138.1,0,0,0,1,0,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,0,5.333333333333333,5.25,7.268421052631578,9.195531256322475
1,1,1,1,1,131.0,1,38,38,9,9,126.5,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,1,4.266666666666667,4.466666666666667,7.027777777777778,9.121181235656364
1,17,2,1,1,133.0,1,1,37,7,9,127.4,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,1,5.375,5.142857143333333,7.077777777777778,9.13108069099055
1,1,3,1,1,125.0,1,19,1,9,10,123.6,1,0,0,1,0,0,20,0,0,6,10,4,11.0,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,1,5.166666666666667,5.472222221666667,6.18,9.13108069099055
1,39,1,0,1,120.0,1,1,19,6,8,122.0,0,0,0,1,0,1,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,1,5.5,5.433333333333334,5.083333333333333,8.98894529119609
1,1,1,1,1,128.0,1,19,1,4,1,118.2,0,0,0,1,0,0,19,0,0,6,6,6,13.16666667,0,0,6,9,6,13.0,0,10.8,1.4,1.74,0,5.194444444999999,5.666666666666667,6.221052631578948,9.17678358844734
1,1,1,1,1,127.0,1,19,37,9,7,123.9,1,0,0,1,0,1,18,0,0,7,9,7,12.85555556,0,0,8,12,7,12.76111111,0,15.5,2.8,-4.06,1,5.975925926666666,6.626851851666667,6.883333333333334,9.159047077588632
1,1,2,1,1,134.0,1,19,19,9,9,125.8,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,1,6.153125,6.559166666666667,6.988888888888889,9.159047077588632
1,17,5,1,1,132.0,1,12,12,4,4,123.3,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,0,5.75,5.0,5.871428571428571,9.195531256322475
1,17,2,1,1,124.0,1,1,19,5,4,124.4,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,1,4.866666666666666,4.866666666666666,6.5473684210526315,9.17678358844734
1,17,1,1,1,133.1,1,19,37,7,7,126.0,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,1,5.083333333333333,5.333333333333333,6.631578947368421,9.187378760338836
3,39,1,1,1,170.0,1,1,37,6,6,170.0,0,0,1,1,0,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0,0.3333333333333333,1.0,3.617021276595745,9.105313134108476
1,17,3,1,1,125.0,1,19,19,7,8,121.5,0,0,0,1,0,0,19,0,0,6,10,5,11.66666667,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,1,5.444444444999999,5.5,6.394736842105263,9.13108069099055
1,39,1,1,3,130.0,1,2,2,1,1,130.0,0,0,0,1,0,0,29,0,1,8,8,7,14.25714286,0,1,8,8,7,14.25714286,0,12.7,3.7,-1.7,1,6.376190476666667,6.376190476666667,4.482758620689655,9.159047077588632
1,43,1,1,1,125.0,1,19,19,4,8,117.0,1,0,0,1,0,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,0,5.666666666666667,5.222222221666667,5.571428571428571,9.13108069099055
1,39,1,1,1,130.0,1,37,19,9,7,130.0,1,0,0,1,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,0,5.708333333333333,5.083333333333333,4.642857142857143,9.114379980830272
1,17,2,1,1,133.1,1,37,37,3,10,108.0,0,0,0,1,0,0,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,1,5.742857143333333,6.260416666666667,5.4,9.1649245084457
1,17,1,1,1,131.0,1,2,38,4,5,132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,1,5.280555555,5.280555555,6.963157894736843,9.159047077588632
1,42,1,0,1,150.0,1,19,2,4,6,148.0,0,0,0,1,0,0,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,1,5.111111111666666,5.166666666666667,5.6923076923076925,8.98894529119609
1,17,2,1,1,125.0,1,37,37,9,8,122.6,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,0,4.958333333333333,5.194444444999999,6.13,9.132811169466946
1,1,1,1,1,131.0,1,37,37,9,9,123.0,1,0,0,1,0,1,18,0,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,0,4.277777778333333,4.75,6.833333333333333,9.17678358844734
1,39,1,1,1,130.0,1,37,19,9,5,102.5,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,1,5.533333333333334,5.5,3.7962962962962963,9.195531256322475
1,1,2,1,1,123.0,1,34,34,90,90,113.3,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,0,5.158333333333333,5.158333333333333,5.665,9.159047077588632
1,1,5,1,1,141.0,1,37,19,9,5,133.0,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,0,5.233333333333333,5.566666666666666,7.388888888888889,9.195531256322475
1,7,1,1,3,140.0,1,1,1,9,5,140.0,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,0,6.2250000000000005,6.930555555000001,4.242424242424242,9.159047077588632
1,43,1,1,1,140.0,1,3,1,3,3,128.3,1,0,0,1,0,0,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,1,15.76984127,13.798245613333334,3.665714285714286,9.195531256322475
1,44,1,0,39,140.0,1,37,19,9,8,140.0,0,0,0,1,0,1,26,0,2,6,7,6,12.66666667,0,2,6,7,6,13.16666667,1,9.4,-0.8,-3.12,0,5.611111111666666,5.861111111666666,5.384615384615385,9.209439966733019
1,39,1,1,19,133.1,1,19,19,3,4,104.0,0,0,1,0,0,0,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,4.833333333333333,2.0,3.8518518518518516,9.187378760338836
1,18,3,1,1,131.0,1,1,37,5,5,122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0,5.027777778333333,2.0,6.436842105263158,9.112727543109182
1,17,2,1,1,143.0,1,1,19,4,6,135.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0,1.0,1.0,6.75,9.132811169466946
1,18,2,1,1,132.0,1,3,3,5,7,119.1,1,0,1,0,0,0,20,0,0,5,9,3,10.0,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,0,4.5,4.595238095,5.955,9.121181235656364
1,43,1,1,1,143.0,1,1,37,5,9,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,0,8.75,5.333333333333333,6.0285714285714285,9.13108069099055
1,17,3,1,1,141.0,1,38,1,9,4,129.0,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,1,5.508333333333333,5.508333333333333,7.166666666666667,9.159047077588632
1,39,1,1,1,133.1,1,1,19,9,9,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,0,4.833333333333333,2.0,6.7625,9.114379980830272
1,17,4,1,1,148.0,1,1,3,4,1,163.4,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,1,5.083333333333333,5.0,8.17,9.112727543109182
1,1,1,1,1,125.0,1,19,38,9,8,121.5,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,1,5.166666666666667,5.083333333333333,5.785714285714286,9.132811169466946
1,1,1,0,1,120.0,1,1,37,7,3,122.8,0,0,0,1,0,0,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,0,5.166666666666667,4.666666666666667,5.339130434782609,8.98894529119609
1,39,1,1,1,140.0,1,12,3,4,3,118.0,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,1.6666666666666667,1.6666666666666667,4.916666666666667,9.121181235656364
1,51,1,1,1,139.0,1,1,1,4,10,134.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0,1.0,1.0,6.380952380952381,9.195531256322475
1,1,4,1,1,142.0,1,38,38,9,8,129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,1,5.873809523333333,5.873809523333333,7.211111111111112,9.159047077588632
1,39,1,0,40,130.0,1,19,1,3,4,152.0,1,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0,0.8333333333333334,0.8333333333333334,5.62962962962963,9.209439966733019
1,18,6,1,1,126.0,1,37,37,5,5,122.8,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,1,6.155625000000001,6.155625000000001,6.822222222222222,9.159047077588632
1,7,1,1,3,150.0,1,3,2,2,2,150.0,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,0,0.8333333333333334,0.8333333333333334,4.285714285714286,9.118115427933665
1,1,1,1,1,130.0,1,19,19,3,8,131.8,0,0,0,1,0,0,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,1,5.928571428333334,6.071428571666666,7.322222222222223,9.195531256322475
1,39,1,1,1,120.0,1,1,3,175,121,105.9,0,0,0,1,0,0,35,0,0,3,4,3,11.81666667,0,0,3,3,3,11.33333333,0,11.1,0.6,2.02,0,3.6361111116666667,3.3888888883333337,3.025714285714286,9.159047077588632
1,1,1,1,1,138.0,1,1,1,4,7,132.1,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,1,5.291666666666667,6.388888888333334,6.9526315789473685,9.114379980830272
1,1,4,1,1,127.0,1,19,19,4,0,127.4,1,0,0,1,0,0,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,1,5.194444444999999,4.888888888333334,6.37,9.13108069099055
1,1,4,1,1,140.0,1,19,19,7,7,129.5,1,0,0,1,0,0,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,1,5.887380951666667,5.887380951666667,7.194444444444445,9.159047077588632
1,44,1,1,39,130.0,1,38,38,5,10,126.7,0,0,1,1,0,0,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,1,5.527777778333333,5.452380951666666,6.033333333333333,9.13108069099055
1,17,2,1,1,128.0,1,19,37,9,8,116.5,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,1,5.523809523333334,5.375,6.472222222222222,9.13108069099055
1,1,1,1,1,132.0,1,34,34,0,0,119.1,1,0,0,1,0,0,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,1,5.0,4.958333333333333,6.616666666666666,9.13108069099055
1,1,2,1,1,149.0,1,19,38,9,9,126.5,1,0,0,1,0,0,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,1,5.985714285,5.985714285,7.027777777777778,9.159047077588632
1,1,4,1,1,155.0,1,3,19,1,4,149.8,1,0,0,1,0,1,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,1,5.305555555000001,5.361111111666666,8.322222222222223,9.187378760338836
1,1,1,1,1,120.0,1,19,1,8,7,115.1,1,0,0,1,0,0,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,1,5.642857143333333,5.566666666666666,6.057894736842105,9.114379980830272
1,39,1,1,19,133.1,1,3,19,2,3,124.5,0,0,0,1,0,1,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,0,5.452380951666666,4.966666666666667,3.4583333333333335,9.132811169466946
1,1,2,1,1,131.0,1,38,1,7,4,128.3,1,0,0,1,0,1,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,1,5.940476190000001,5.940476190000001,7.127777777777778,9.159047077588632
1,1,1,1,1,149.0,1,37,37,9,9,136.0,0,0,0,1,0,1,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,1,5.486111111666666,5.486111111666666,7.555555555555555,9.159047077588632
1,43,1,1,1,140.0,1,1,3,9,2,140.0,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,1,5.9375,5.976190476666666,7.0,9.119320973589014
1,39,1,0,1,133.1,1,37,37,9,9,126.3,0,0,0,1,0,1,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0,2.0,2.1666666666666665,4.857692307692307,9.209439966733019
1,43,1,1,1,122.0,1,1,1,4,5,126.9,0,0,0,1,0,0,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12.0,0,7.6,2.6,0.32,1,5.285714285,5.166666666666667,6.042857142857143,9.187378760338836
1,39,1,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,0,5.854166666666667,6.385416666666667,5.8,9.1649245084457
1,18,1,1,1,121.0,1,19,3,5,5,115.8,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,1,4.766666666666667,4.433333333333334,6.094736842105263,9.121181235656364
1,39,1,0,1,120.0,1,19,37,8,7,100.0,1,0,0,1,0,0,24,0,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,0,4.666666666666667,3.0,4.166666666666667,8.98894529119609
1,39,1,0,1,133.1,1,1,19,5,4,102.5,0,0,0,1,0,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,0,5.5,3.1666666666666665,3.7962962962962963,8.98894529119609
1,17,1,1,1,121.0,1,19,37,1,3,131.5,0,0,0,1,0,0,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,0,2.6666666666666665,4.916666666666667,6.261904761904762,9.114379980830272
1,1,1,1,1,133.0,1,38,38,7,7,147.0,0,0,0,1,0,1,18,0,0,5,7,4,13.0,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,1,4.833333333333333,4.722222221666667,8.166666666666666,9.121181235656364
2,1,4,1,1,134.0,1,37,37,5,7,122.5,0,1,0,1,0,1,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,1,5.222222221666667,5.416666666666667,6.447368421052632,9.195531256322475
1,1,3,1,1,115.0,1,1,1,3,3,117.5,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,0,5.041666666666667,5.583333333333333,6.527777777777778,9.132811169466946
1,51,1,1,1,127.0,1,19,1,5,9,150.0,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,1,5.808333333333334,6.032142856666667,7.894736842105263,9.159047077588632
1,18,1,1,1,135.0,1,1,38,4,5,127.5,1,0,0,1,0,1,19,0,0,7,8,6,13.74166667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,1,5.7902777783333335,6.485416666666667,6.7105263157894735,9.159047077588632
2,7,1,0,43,140.0,1,40,5,3,3,140.0,0,0,0,1,0,0,33,0,2,6,7,6,15.33333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,1,6.055555555000001,5.133333333333334,4.242424242424242,9.209439966733019
2,7,1,1,3,130.0,1,1,4,3,10,130.0,0,0,0,1,0,0,45,0,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,1,4.5,4.8,2.888888888888889,9.121181235656364
